id,created_at,updated_at,session_id
86,2024-10-15 17:44:53.962811+00:00,2024-10-15 17:44:53.962852+00:00,670eaa0dfb0c5edbfa3e125a
87,2024-10-15 17:45:02.411469+00:00,2024-10-15 17:45:02.411508+00:00,670eaa11d2c50aa0e5a2c288
88,2024-10-15 17:45:29.855098+00:00,2024-10-15 17:45:29.855137+00:00,670eaa2bb47a97b5a8d3a04b
89,2024-10-15 17:45:47.145955+00:00,2024-10-15 17:45:47.145993+00:00,670eaa3b6f4504eb094cb380
90,2024-10-15 17:46:02.602622+00:00,2024-10-15 17:46:02.602675+00:00,670eaa3fa1b105353ece0325
91,2024-10-15 17:46:09.777538+00:00,2024-10-15 17:46:09.777575+00:00,670eaa4da4196b9c4e920a3b
92,2024-10-15 17:46:20.187101+00:00,2024-10-15 17:46:20.187139+00:00,670eaa6160cef01c576e6928
93,2024-10-15 17:46:27.948596+00:00,2024-10-15 17:46:27.948637+00:00,670eaa69578dbcda3b0272b1
94,2024-10-15 17:46:36.992698+00:00,2024-10-15 17:46:36.992740+00:00,670eaa61a764a8dfeb056904
95,2024-10-15 17:46:39.788036+00:00,2024-10-15 17:46:39.788075+00:00,670eaa6c3466794edcc2d5da
96,2024-10-15 17:46:59.639633+00:00,2024-10-15 17:46:59.639672+00:00,670eaa89ee5209a9517de07c
97,2024-10-15 17:47:22.601265+00:00,2024-10-15 17:47:22.601325+00:00,670eaa98e8bfabdcce027217
98,2024-10-15 17:47:27.074945+00:00,2024-10-15 17:47:27.074981+00:00,670eaa98e8bfabdcce027217
99,2024-10-15 17:47:27.565144+00:00,2024-10-15 17:47:27.565181+00:00,670eaa98e8bfabdcce027217
100,2024-10-15 17:47:27.710498+00:00,2024-10-15 17:47:27.710578+00:00,670eaa98e8bfabdcce027217
101,2024-10-15 17:47:48.141683+00:00,2024-10-15 17:47:48.141721+00:00,670eaab8e9f598c69934e99c
102,2024-10-15 17:48:01.239952+00:00,2024-10-15 17:48:01.239990+00:00,670eaac839076eda27452e8a
103,2024-10-15 17:48:07.974132+00:00,2024-10-15 17:48:07.974199+00:00,670eaaca0ac111c6612866ac
104,2024-10-15 17:48:08.454291+00:00,2024-10-15 17:48:08.454327+00:00,670eaac7137c72e195d31ca3
105,2024-10-15 17:48:09.168811+00:00,2024-10-15 17:48:09.168841+00:00,670eaacdb4e438ae46a92c85
106,2024-10-15 17:48:19.462152+00:00,2024-10-15 17:48:19.462193+00:00,670eaad3a8fea17a9fcab281
107,2024-10-15 17:48:30.144508+00:00,2024-10-15 17:48:30.144553+00:00,670eaad8d43a81183d10f116
108,2024-10-15 17:48:33.335896+00:00,2024-10-15 17:48:33.335937+00:00,670eaae2b4940d264aaddefa
109,2024-10-15 17:48:51.879543+00:00,2024-10-15 17:48:51.879580+00:00,670eaaea4abf3479772f3ecd
110,2024-10-15 17:48:59.638443+00:00,2024-10-15 17:48:59.638520+00:00,670eaaf66e2b8bd41efebe32
111,2024-10-15 17:49:11.186720+00:00,2024-10-15 17:49:11.186763+00:00,670eab047f808576e619b1bf
112,2024-10-15 17:49:16.270894+00:00,2024-10-15 17:49:16.270933+00:00,670eab083154ee9a9e953cad
113,2024-10-15 17:49:21.026926+00:00,2024-10-15 17:49:21.026961+00:00,670eab083154ee9a9e953cad
114,2024-10-15 17:49:21.506269+00:00,2024-10-15 17:49:21.506301+00:00,670eab083154ee9a9e953cad
115,2024-10-15 17:49:21.625105+00:00,2024-10-15 17:49:21.625148+00:00,670eab083154ee9a9e953cad
116,2024-10-15 17:49:46.143343+00:00,2024-10-15 17:49:46.143415+00:00,670eab2cd9f2b0fb4a4925f2
117,2024-10-15 17:49:51.771155+00:00,2024-10-15 17:49:51.771203+00:00,670eab2f85ba361bc033443f
118,2024-10-15 17:49:55.758566+00:00,2024-10-15 17:49:55.758627+00:00,670eab3548b8387db9e98e81
119,2024-10-15 17:49:56.862081+00:00,2024-10-15 17:49:56.862134+00:00,670eab37d4287c78cf798c16
120,2024-10-15 17:50:31.177639+00:00,2024-10-15 17:50:31.177677+00:00,670eab5b74d4cc9e78807b77
121,2024-10-15 17:50:36.545161+00:00,2024-10-15 17:50:36.545197+00:00,670eab570398f10f3bb97c9a
122,2024-10-15 17:50:47.373936+00:00,2024-10-15 17:50:47.374019+00:00,670eab5e786618ac1b2f3b7d
123,2024-10-15 17:50:51.370591+00:00,2024-10-15 17:50:51.370649+00:00,670eab7016c58396f359a360
124,2024-10-15 17:51:17.704280+00:00,2024-10-15 17:51:17.704320+00:00,670eab8a2e699da4d4c97694
125,2024-10-15 17:51:23.498392+00:00,2024-10-15 17:51:23.498431+00:00,670eab8b14bff8abbf7c7347
126,2024-10-15 17:51:55.166200+00:00,2024-10-15 17:51:55.166238+00:00,670eabb16e2b8bd41efebe69
127,2024-10-15 17:51:56.305376+00:00,2024-10-15 17:51:56.305421+00:00,670eaae1be90358629afdf11
128,2024-10-15 17:52:02.813968+00:00,2024-10-15 17:52:02.814015+00:00,670eabba01977830e8c325b6
129,2024-10-15 17:52:12.438379+00:00,2024-10-15 17:52:12.438415+00:00,670eabbc697bfa5543286af8
130,2024-10-15 17:52:16.414261+00:00,2024-10-15 17:52:16.414297+00:00,670eabbd786618ac1b2f3b90
131,2024-10-15 17:52:16.766325+00:00,2024-10-15 17:52:16.766364+00:00,670eabc346e13bde035b12fe
132,2024-10-15 17:52:33.855292+00:00,2024-10-15 17:52:33.855342+00:00,670eab9b8dce933a24ac9461
133,2024-10-15 17:52:34.084904+00:00,2024-10-15 17:52:34.084942+00:00,670eabd585b272bd8839060f
134,2024-10-15 17:52:37.504676+00:00,2024-10-15 17:52:37.504713+00:00,670eabd9a139bbc8ce39081b
135,2024-10-15 17:52:48.147262+00:00,2024-10-15 17:52:48.147305+00:00,670eabdff37c8e0c71d31bef
136,2024-10-15 17:52:58.762468+00:00,2024-10-15 17:52:58.762539+00:00,670eabdf59458c44f92d2281
137,2024-10-15 17:53:02.183470+00:00,2024-10-15 17:53:02.183505+00:00,670eabcfecf99e4b91886b8f
138,2024-10-15 17:53:41.523519+00:00,2024-10-15 17:53:41.523552+00:00,670eac153b6ef70d0a5b122a
139,2024-10-15 17:53:48.184508+00:00,2024-10-15 17:53:48.184586+00:00,670eac19c5a9dd9fda21d3cb
140,2024-10-15 17:53:53.641769+00:00,2024-10-15 17:53:53.641843+00:00,670eac19c5a9dd9fda21d3cb
141,2024-10-15 17:53:58.309069+00:00,2024-10-15 17:53:58.309142+00:00,670eac2b23045ccbdb79ee64
142,2024-10-15 17:54:16.783097+00:00,2024-10-15 17:54:16.783169+00:00,670eac3f061f1d422878ee49
143,2024-10-15 17:54:17.289397+00:00,2024-10-15 17:54:17.289465+00:00,670eac372e699da4d4c976b7
144,2024-10-15 17:54:21.150001+00:00,2024-10-15 17:54:21.150038+00:00,670eac3eac39e7992b69c4a8
145,2024-10-15 17:54:24.821891+00:00,2024-10-15 17:54:24.821963+00:00,670eac41620a1555e523cac4
146,2024-10-15 17:54:36.474177+00:00,2024-10-15 17:54:36.474249+00:00,670eac4f4abf3479772f3f30
147,2024-10-15 17:54:51.961352+00:00,2024-10-15 17:54:51.961390+00:00,670eac5bd9f2b0fb4a492630
148,2024-10-15 17:54:56.317246+00:00,2024-10-15 17:54:56.317290+00:00,670eac618c266010dfcab320
149,2024-10-15 17:54:57.509003+00:00,2024-10-15 17:54:57.509069+00:00,670eac6810a4ed5fcc0521d7
150,2024-10-15 17:54:59.584550+00:00,2024-10-15 17:54:59.584576+00:00,670eac6810a4ed5fcc0521d7
151,2024-10-15 17:55:02.120487+00:00,2024-10-15 17:55:02.120596+00:00,670eac6810a4ed5fcc0521d7
152,2024-10-15 17:55:12.714532+00:00,2024-10-15 17:55:12.714575+00:00,670eac7062c622a10c920cad
153,2024-10-15 17:55:19.313716+00:00,2024-10-15 17:55:19.313760+00:00,670eac53810a318e0187beef
154,2024-10-15 17:55:41.266124+00:00,2024-10-15 17:55:41.266161+00:00,670eac8eab6d0b7be6af30e6
155,2024-10-15 17:55:41.453802+00:00,2024-10-15 17:55:41.453881+00:00,670eac8bde05da7f4d240e56
156,2024-10-15 17:55:42.460734+00:00,2024-10-15 17:55:42.460781+00:00,670eac93b3cfe06aa210f095
157,2024-10-15 17:55:55.239209+00:00,2024-10-15 17:55:55.239246+00:00,670eac9d991a70d86fcaa92e
158,2024-10-15 17:56:00.946843+00:00,2024-10-15 17:56:00.946883+00:00,670eac9e7d8045d07f588b6b
159,2024-10-15 17:56:02.980662+00:00,2024-10-15 17:56:02.980701+00:00,670eac9f41d2287caf6fc240
160,2024-10-15 17:56:06.006836+00:00,2024-10-15 17:56:06.006876+00:00,670eacac28d335ebbb7b0424
161,2024-10-15 17:56:21.690935+00:00,2024-10-15 17:56:21.690976+00:00,670eacb822e26a989c597334
162,2024-10-15 17:56:26.143394+00:00,2024-10-15 17:56:26.143433+00:00,670eacbe87746ef528aff456
163,2024-10-15 17:56:28.820145+00:00,2024-10-15 17:56:28.820183+00:00,670eacc1c55710ab3241ec41
164,2024-10-15 17:56:44.494493+00:00,2024-10-15 17:56:44.494529+00:00,670eacd2b2c7fc72d7e0c99e
165,2024-10-15 17:56:44.744873+00:00,2024-10-15 17:56:44.744910+00:00,670eaccd84c9f502af21d41a
166,2024-10-15 17:56:50.179469+00:00,2024-10-15 17:56:50.179508+00:00,670eac853145eaf7df2b7a29
167,2024-10-15 17:56:52.619233+00:00,2024-10-15 17:56:52.619272+00:00,670eacd9ed86c8d39350a2aa
168,2024-10-15 17:57:04.659460+00:00,2024-10-15 17:57:04.659499+00:00,670eace40ac111c661286714
169,2024-10-15 17:57:08.372725+00:00,2024-10-15 17:57:08.372770+00:00,670eace67e8e4460f9a8a2ad
170,2024-10-15 17:57:21.748171+00:00,2024-10-15 17:57:21.748209+00:00,670eace86f4504eb094cb402
171,2024-10-15 17:57:25.850716+00:00,2024-10-15 17:57:25.850762+00:00,670eacf938f6e76551289f20
172,2024-10-15 17:57:40.575877+00:00,2024-10-15 17:57:40.575903+00:00,670ead03578dbcda3b02733e
173,2024-10-15 17:57:41.186235+00:00,2024-10-15 17:57:41.186275+00:00,670ead08a139bbc8ce390862
174,2024-10-15 17:57:52.985443+00:00,2024-10-15 17:57:52.985480+00:00,670ead178ce36e124113d967
175,2024-10-15 17:57:55.825189+00:00,2024-10-15 17:57:55.825231+00:00,670ead149fa88483a0774481
176,2024-10-15 17:58:03.781321+00:00,2024-10-15 17:58:03.781359+00:00,670ead204b48aad2f29c25d4
177,2024-10-15 17:58:10.107683+00:00,2024-10-15 17:58:10.107720+00:00,670ead255f4b846774064edd
178,2024-10-15 17:58:16.522881+00:00,2024-10-15 17:58:16.522920+00:00,670ead2cf6ac5b5c9669c59c
179,2024-10-15 17:58:30.700488+00:00,2024-10-15 17:58:30.700524+00:00,670ead3a4b48aad2f29c25d7
180,2024-10-15 17:58:36.604247+00:00,2024-10-15 17:58:36.604285+00:00,670ead33642f6721abaef1a4
181,2024-10-15 17:58:53.297569+00:00,2024-10-15 17:58:53.297611+00:00,670ead48dc16c518eda408ba
182,2024-10-15 17:59:01.113880+00:00,2024-10-15 17:59:01.113921+00:00,670ead5a00f5d54961d0ac55
183,2024-10-15 17:59:09.451607+00:00,2024-10-15 17:59:09.451645+00:00,670ead63ab771d1eda2d2402
184,2024-10-15 17:59:17.080727+00:00,2024-10-15 17:59:17.080769+00:00,670ead5bb0cb7bdc88c9783e
185,2024-10-15 17:59:24.052326+00:00,2024-10-15 17:59:24.052364+00:00,670ead6edc72c71ea55921a2
186,2024-10-15 17:59:26.846742+00:00,2024-10-15 17:59:26.846780+00:00,670ead7262c622a10c920cf2
187,2024-10-15 17:59:30.386341+00:00,2024-10-15 17:59:30.386397+00:00,670ead72bb4f48ce1423c79a
188,2024-10-15 17:59:40.736823+00:00,2024-10-15 17:59:40.736864+00:00,670ead7de2528f74e23b75db
189,2024-10-15 17:59:47.053577+00:00,2024-10-15 17:59:47.053613+00:00,670ead848d7ff52d4ea83ef3
190,2024-10-15 17:59:49.433460+00:00,2024-10-15 17:59:49.433498+00:00,670ead865cd914f408e27671
191,2024-10-15 18:00:01.176144+00:00,2024-10-15 18:00:01.176184+00:00,670ead8c60d0ce4e92886c53
192,2024-10-15 18:00:06.423848+00:00,2024-10-15 18:00:06.423881+00:00,670ead9d38d401b6b1814656
193,2024-10-15 18:00:09.906032+00:00,2024-10-15 18:00:09.906069+00:00,670ead9d9134809b68f181dc
194,2024-10-15 18:00:35.502465+00:00,2024-10-15 18:00:35.502509+00:00,670eadaf3426f06420b97afa
195,2024-10-15 18:00:35.830686+00:00,2024-10-15 18:00:35.830736+00:00,670eadb65d660be99432eee7
196,2024-10-15 18:00:37.280362+00:00,2024-10-15 18:00:37.280405+00:00,670eadb98e9d2b1042beb6a5
197,2024-10-15 18:00:39.035305+00:00,2024-10-15 18:00:39.035343+00:00,670eadb9070f36cbae243908
198,2024-10-15 18:00:42.565755+00:00,2024-10-15 18:00:42.565789+00:00,670eadba62c622a10c920d09
199,2024-10-15 18:00:51.844307+00:00,2024-10-15 18:00:51.844347+00:00,670eadbe3770de39ec41eb7d
200,2024-10-15 18:00:57.137944+00:00,2024-10-15 18:00:57.137982+00:00,670eadb0a7fbec08735d6901
201,2024-10-15 18:00:57.138978+00:00,2024-10-15 18:00:57.139010+00:00,670eadc32d9e09a7a090267a
202,2024-10-15 18:00:57.373790+00:00,2024-10-15 18:00:57.373863+00:00,670eadcb0a1a71fcfdf0bb41
203,2024-10-15 18:01:13.499769+00:00,2024-10-15 18:01:13.499806+00:00,670eadd6f28995e214265809
204,2024-10-15 18:01:31.431637+00:00,2024-10-15 18:01:31.431675+00:00,670eadf1a642ff1ed83d08e8
205,2024-10-15 18:01:42.269001+00:00,2024-10-15 18:01:42.269039+00:00,670eadbd46e13bde035b1370
206,2024-10-15 18:01:44.524794+00:00,2024-10-15 18:01:44.524828+00:00,670eadf2e341c60d7f3d4f15
207,2024-10-15 18:01:51.144218+00:00,2024-10-15 18:01:51.144255+00:00,670eae032dd1a2ac2e1b4b2c
208,2024-10-15 18:01:53.145752+00:00,2024-10-15 18:01:53.145792+00:00,670eae0000dc9d06f69c262b
209,2024-10-15 18:02:01.553307+00:00,2024-10-15 18:02:01.553345+00:00,670eae0e1f57ff54cc2d0150
210,2024-10-15 18:02:02.561196+00:00,2024-10-15 18:02:02.561236+00:00,670eadcbec858a5854c2d74e
211,2024-10-15 18:02:12.815267+00:00,2024-10-15 18:02:12.815303+00:00,670eae155f1755d9dee67e7a
212,2024-10-15 18:02:23.199592+00:00,2024-10-15 18:02:23.199631+00:00,670eae1c55083c0eb33f1d3e
213,2024-10-15 18:02:40.309462+00:00,2024-10-15 18:02:40.309507+00:00,670eae34f3fcbddefe6cb471
214,2024-10-15 18:02:43.503170+00:00,2024-10-15 18:02:43.503208+00:00,670eae2c8e9d2b1042beb6be
215,2024-10-15 18:02:45.371919+00:00,2024-10-15 18:02:45.371957+00:00,670eae374379326640597307
216,2024-10-15 18:02:55.468074+00:00,2024-10-15 18:02:55.468151+00:00,670eae3f2dd1a2ac2e1b4b38
217,2024-10-15 18:02:56.133522+00:00,2024-10-15 18:02:56.133591+00:00,670eae4238f6e76551289f71
218,2024-10-15 18:03:01.702265+00:00,2024-10-15 18:03:01.702324+00:00,670eae43416ea053cb592352
219,2024-10-15 18:03:08.194037+00:00,2024-10-15 18:03:08.194110+00:00,670eae40bb4f48ce1423c7c3
220,2024-10-15 18:03:11.608669+00:00,2024-10-15 18:03:11.608692+00:00,670eae55a764a8dfeb0569f4
221,2024-10-15 18:03:23.950055+00:00,2024-10-15 18:03:23.950117+00:00,670eae5b55083c0eb33f1d58
222,2024-10-15 18:03:37.417131+00:00,2024-10-15 18:03:37.417183+00:00,670eae6eaf8291249d7942f9
223,2024-10-15 18:03:46.646703+00:00,2024-10-15 18:03:46.646793+00:00,670eae741e081837b40c6a62
224,2024-10-15 18:04:07.834875+00:00,2024-10-15 18:04:07.834939+00:00,670eae4f574e1d97294289b1
225,2024-10-15 18:04:13.356519+00:00,2024-10-15 18:04:13.356590+00:00,670eae923145eaf7df2b7ab0
226,2024-10-15 18:04:24.754261+00:00,2024-10-15 18:04:24.754299+00:00,670eae9732b444a56d13d90e
227,2024-10-15 18:04:34.643890+00:00,2024-10-15 18:04:34.643927+00:00,670eaea4917f791d7bb1d634
228,2024-10-15 18:04:45.246522+00:00,2024-10-15 18:04:45.246561+00:00,670eaeb31e2de5f45455e83c
